month;sales
04/01/2021 06:10;23,4
04/01/2021 06:15;23,2
04/01/2021 06:20;22,9
04/01/2021 06:25;22,8
04/01/2021 06:30;22,8
04/01/2021 06:35;22,8
04/01/2021 06:40;22,8
04/01/2021 06:45;23
04/01/2021 06:50;23,2
04/01/2021 06:55;23,1
04/01/2021 07:00;23,1
04/01/2021 07:05;23,2
04/01/2021 07:10;23,3
04/01/2021 07:15;23,3
04/01/2021 07:20;23,2
